title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
Lawrence of Arabia (re-issue) (1989),N/A,N/A,"$15,890,700",Columbia,"February 8, 1989",Unknown,3 hrs. 36 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lawrence of Arabia (re-issue) (2002),N/A,N/A,"$532,300",Sony / Columbia,"September 20, 2002",Unknown,3 hrs. 36 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lazer Team,N/A,N/A,"$1,231,400",Amplify,"January 27, 2016",Sci-Fi Comedy,1 hrs. 42 min.,PG-13,N/A,"$1,186,426",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Amiche (re-issue),N/A,N/A,"$78,600",The Film Desk,"June 18, 2010",Drama,1 hrs. 44 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Cercle Rouge (Re-issue),N/A,N/A,"$554,000",Rialto,"January 10, 2003",Unknown,2 hrs. 20 min.,Unrated,N/A,"$369,970",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le combat dans l'île (1962),N/A,N/A,"$59,200",The Film Desk,"June 12, 2009",Foreign,1 hrs. 44 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Corbeau (2018 re-issue),N/A,N/A,"$35,100",Rialto,"April 20, 2018",Drama,1 hrs. 33 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Dernier Souffle,N/A,N/A,"$561,800",Lions Gate,"March 26, 1999",Unknown,1 hrs. 45 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Dernier Tunnel,N/A,N/A,"$1,966,700",Christal Films,"March 12, 2004",Foreign,1 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Doulos (re-issue),N/A,N/A,"$108,600",Rialto,"June 29, 2007",Foreign,1 hrs. 48 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le gout des autres,N/A,N/A,"$186,400",Seville,"September 15, 2000",Unknown,1 hrs. 52 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Grand Role,N/A,N/A,"$16,100",First Run,"May 6, 2005",Foreign,1 hrs. 26 min.,Unrated,N/A,"$231,162",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Jour Se Leve (2014 re-release),N/A,N/A,"$38,500",Rialto,"November 14, 2014",Foreign,1 hrs. 27 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Petit Lieutenant,N/A,N/A,"$292,700",Cinema Guild,"September 8, 2006",Foreign,1 hrs. 50 min.,Unrated,N/A,"$3,984,265",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Petit Soldat (2013 re-release),N/A,N/A,"$27,500",Rialto,"March 8, 2013",Foreign,1 hrs. 28 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Pont du Nord (2013 re-release),N/A,N/A,"$19,400",The Film Desk,"March 22, 2013",Foreign,2 hrs. 9 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Quattro Volte,N/A,N/A,"$171,300",Lorber Films,"March 30, 2011",Foreign,1 hrs. 28 min.,Unrated,N/A,"$255,391",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Rayon Vert (Summer),N/A,N/A,"$49,700",The Film Desk,"June 9, 2011",Foreign,1 hrs. 38 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Secret de Me Mere,N/A,N/A,"$3,200,400",Alliance,"July 7, 2006",Foreign,1 hrs. 26 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le Trou (2017 re-release),N/A,N/A,"$35,000",Rialto,"June 28, 2017",Drama,2 hrs. 12 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leaning Into The Wind,N/A,N/A,"$389,400",Magnolia,"March 9, 2018",Documentary,1 hrs. 33 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leap Year (2011),N/A,N/A,"$14,700",Strand,"June 24, 2011",Foreign,1 hrs. 34 min.,Unrated,N/A,"$188,242",N/A,N/A,N/A,N/A,N/A,N/A,Gary Barber,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leap!,N/A,N/A,"$22,063,400",Weinstein Company,"August 25, 2017",Animation,1 hrs. 29 min.,PG,N/A,"$106,055,487",Elle Fanning,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Least of These: The Graham Staines Story,N/A,N/A,"$607,000",Fathom,"January 31, 2019",Drama,1 hrs. 52 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lee Daniels' The Butler,Lee Daniels,N/A,"$133,744,100",Weinstein Company,"August 16, 2013",Drama,2 hrs. 12 min.,PG-13,$30 million,"$176,598,908",Forest Whitaker,Oprah Winfrey,John Cusack,Jane Fonda,"Cuba Gooding, Jr.",Terrence Howard,Lee Daniels,Danny Strong,Laura Ziskin,N/A,N/A,N/A,Danny Strong,N/A,N/A,N/A
Left Behind (2014),Vic Armstrong,N/A,"$15,253,000",Freestyle Releasing,"October 3, 2014",Thriller,1 hrs. 45 min.,PG-13,$16 million,"$19,682,924",Nicolas Cage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Legally Blonde 2: Red, White and Blonde",N/A,N/A,"$135,055,200",MGM,"July 2, 2003",Comedy,1 hrs. 35 min.,PG-13,$45 million,"$124,914,842",Reese Witherspoon,Sally Field,Jennifer Coolidge,Luke Wilson,N/A,N/A,Marc Platt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rolfe Kent,N/A
The Legend of Hallowaiian,N/A,N/A,$500,Viva Pictures Distribution,"October 19, 2018",Animation,1 hrs. 22 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Legend of the Mountain (2017 re-release),N/A,N/A,"$7,500",Kino Lorber,"February 2, 2018",Action / Adventure,3 hrs. 4 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Legion (2010),Scott Charles Stewart,N/A,"$45,624,900",Sony / Screen Gems,"January 22, 2010",Horror Thriller,1 hrs. 40 min.,R,$26 million,"$67,918,658",Paul Bettany,Lucas Black,Tyrese Gibson,Dennis Quaid,N/A,N/A,Scott Charles Stewart,N/A,N/A,N/A,N/A,N/A,Scott Charles Stewart,N/A,John Frizzell,N/A
The LEGO Ninjago Movie,N/A,N/A,"$58,961,600",Warner Bros.,"September 22, 2017",Animation,1 hrs. 41 min.,PG,N/A,"$123,081,555",Kumail Nanjiani,Jackie Chan,Dave Franco,Michael Pena,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mark Mothersbaugh,N/A
Lekar Hum Deewana Dil,N/A,N/A,"$23,300",Eros,"July 4, 2014",Foreign,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Leon Morin, Priest",N/A,N/A,"$33,400",Rialto,"April 17, 2009",Foreign,2 hrs. 10 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Leon Morin, Priest (2017 re-release)",N/A,N/A,"$44,900",Rialto,"May 12, 2017",Foreign,2 hrs. 10 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leonard Cohen I'm Your Man,N/A,N/A,"$1,439,700",Lionsgate,"June 21, 2006",Documentary,1 hrs. 44 min.,PG-13,N/A,"$1,398,424",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Aimants,N/A,N/A,"$1,672,800",Alliance,"October 1, 2004",Foreign,1 hrs. 31 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Boys 2,N/A,N/A,"$10,620,400",Lions Gate,"December 11, 1998",Sports Comedy,2 hrs. 2 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Choristes (Quebec),N/A,N/A,"$3,034,900",Alliance,"October 1, 2004",Foreign,1 hrs. 35 min.,PG-13,N/A,"$3,635,164",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Couloirs du Temps: Les Visiteurs 2,N/A,N/A,"$281,200",Miramax,"March 27, 1998",Foreign,1 hrs. 56 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Destinees,N/A,N/A,"$358,900",Wellspring,"April 5, 2002",Unknown,1 hrs. 48 min.,Unrated,N/A,"$230,900",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Enfants Du Marais,N/A,N/A,"$575,900",Lions Gate,"October 1, 1999",Unknown,1 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Invasions Barbares,N/A,N/A,"$7,651,100",Alliance,"May 9, 2003",Foreign,1 hrs. 39 min.,Unrated,N/A,"$16,840,624",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Miserables (1995),N/A,N/A,"$1,536,200",Warner Bros.,"October 20, 1995",Foreign,2 hrs. 13 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Miserables (1998),N/A,N/A,"$27,140,700",Sony / Columbia,"May 1, 1998",Period Drama,2 hrs. 14 min.,PG-13,N/A,N/A,Liam Neeson,Geoffrey Rush,Uma Thurman,Claire Danes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Miserables (2012),Tom Hooper,N/A,"$168,620,100",Universal,"December 25, 2012",Musical,2 hrs. 37 min.,PG-13,$61 million,"$441,809,770",Hugh Jackman,Russell Crowe,Anne Hathaway,Amanda Seyfried,Sacha Baron Cohen,Helena Bonham Carter,Tim Bevan,Eric Fellner,N/A,N/A,N/A,N/A,William Nicholson,N/A,N/A,N/A
Les Parents Terribles (2018 re-release),N/A,N/A,"$11,400",Cohen Media Group,"May 25, 2018",Drama,1 hrs. 45 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Rivieres Pourpres (The Crimson Rivers),N/A,N/A,"$949,200",TriStar,"January 26, 2001",Unknown,1 hrs. 57 min.,R,$14 million,"$60,094,966",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Rivieres Pourpres 2 (Crimson Rivers 2),N/A,N/A,"$221,200",TVA,"August 27, 2004",Unknown,1 hrs. 39 min.,R,N/A,"$40,152,148",N/A,N/A,N/A,N/A,N/A,N/A,Luc Besson,N/A,N/A,N/A,N/A,N/A,Luc Besson,N/A,N/A,N/A
Les Visiteurs,N/A,N/A,"$1,348,000",Miramax,"July 12, 1996",Foreign,N/A,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Let the Right One In (2008),Tomas Alfredson,N/A,"$2,629,400",Magnolia,"October 24, 2008",Foreign / Horror,1 hrs. 54 min.,R,N/A,"$11,227,336",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Letter to True,N/A,N/A,"$22,700",Zeitgeist,"September 8, 2004",Unknown,1 hrs. 18 min.,Unrated,N/A,"$15,635",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leviathan (2013),N/A,N/A,"$84,900",Cinema Guild,"March 1, 2013",Documentary,1 hrs. 27 min.,Unrated,N/A,"$76,211",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leviathan (2014),N/A,N/A,"$1,211,400",Sony Classics,"December 25, 2014",Foreign,2 hrs. 20 min.,R,N/A,"$1,092,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Li'l Quinquin,N/A,N/A,"$8,000",Kino Lorber,"January 2, 2015",Foreign,3 hrs. 20 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Liar's Autobiography,N/A,N/A,"$5,700",Brainstorm Media,"November 2, 2012",Animation,1 hrs. 25 min.,Unrated,N/A,"$5,102",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Life &amp; Nothing More,N/A,N/A,"$21,000",CFI Releasing,"October 24, 2018",Drama,1 hrs. 54 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Life &amp; Times of Hank Greenberg,N/A,N/A,"$2,868,800",Cowboy,"January 12, 2000",Documentary,1 hrs. 35 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Life (2017),Daniel Espinosa,N/A,"$30,714,500",Sony / Columbia,"March 24, 2017",Sci-Fi Thriller,1 hrs. 43 min.,R,$58 million,"$100,541,806",Rebecca Ferguson,Jake Gyllenhaal,Ryan Reynolds,N/A,N/A,N/A,David Ellison,N/A,N/A,N/A,N/A,N/A,Rhett Reese,Paul Wernick,N/A,N/A
The Life and Times of Allen Ginsberg,N/A,N/A,"$49,000",First Run,"February 17, 1994",Documentary,1 hrs. 24 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Life and Times of Allen Ginsberg (Re-issue),N/A,N/A,"$6,500",New Yorker,"August 18, 2004",Documentary,1 hrs. 24 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Life Is Beautiful (dubbed),N/A,N/A,"$561,500",Miramax,"November 6, 1998",Foreign,1 hrs. 56 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Life Itself (2018),Dan Fogelman,N/A,"$4,170,200",Amazon Studios,"September 21, 2018",Drama,1 hrs. 57 min.,R,N/A,"$7,733,219",Oscar Isaac,Olivia Wilde,Annette Bening,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Life of the Party ,N/A,N/A,"$51,125,400",Warner Bros. (New Line),"May 11, 2018",Comedy,1 hrs. 45 min.,PG-13,N/A,"$65,859,911",Melissa McCarthy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Life Partners,N/A,N/A,"$9,100",Magnolia,"December 5, 2014",Romantic Comedy,1 hrs. 33 min.,R,N/A,N/A,Adam Brody,Leighton Meester,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Life, or Something Like It",N/A,N/A,"$22,456,200",Fox,"April 26, 2002",Romantic Comedy,1 hrs. 43 min.,PG-13,$40 million,"$16,872,671",Angelina Jolie,N/A,N/A,N/A,N/A,N/A,John Davis,Toby Jaffe,Arnon Milchan,N/A,N/A,N/A,Dana Stevens,N/A,N/A,N/A
Like Crazy (2017),N/A,N/A,"$108,300",Strand,"May 5, 2017",Comedy / Drama,1 hrs. 58 min.,Unrated,N/A,"$107,362",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Like Father, Like Son (2014)",N/A,N/A,"$377,900",IFC,"January 17, 2014",Foreign,2 hrs. 1 min.,Unrated,N/A,"$19,978,961",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lila &amp; Eve,Charles Stone III,N/A,"$41,900",Samuel Goldwyn,"July 17, 2015",Drama / Thriller,1 hrs. 34 min.,R,N/A,"$38,263",Viola Davis,Jennifer Lopez,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lila Lila,N/A,N/A,N/A,Corinth Films,"May 23, 2014",Romantic Comedy,1 hrs. 47 min.,Unrated,N/A,"$1,053,818",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lilo &amp; Stitch,Dean DeBlois,Chris Sanders,"$226,596,000",Buena Vista,"June 21, 2002",Animation,1 hrs. 25 min.,PG,$80 million,"$273,144,151",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dean DeBlois,Chris Sanders,Alan Silvestri,N/A
Lilya 4Ever,N/A,N/A,"$275,600",Newmarket,"April 18, 2003",Unknown,1 hrs. 49 min.,R,N/A,"$184,023",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Line King: Al Hirschfeld,N/A,N/A,"$103,400",Castle Hill,"September 27, 1996",Documentary,2 hrs. 6 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Lion in Winter (2016 re-release),N/A,N/A,"$18,700",Rialto,"December 16, 2016",Drama,2 hrs. 14 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Lion King (IMAX),N/A,N/A,"$23,545,000",Buena Vista,"December 27, 2002",IMAX,1 hrs. 28 min.,G,N/A,"$426,583,777",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Lion King (in 3D),N/A,N/A,"$107,589,100",Buena Vista,"September 16, 2011",Animation,1 hrs. 29 min.,G,N/A,"$514,083,777",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lipstick and Dynamite,N/A,N/A,"$36,700",Koch Lorber Films,"March 25, 2005",Documentary,1 hrs. 15 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The List (2007),N/A,N/A,"$182,200",Mountain Top Releasing,"August 10, 2007",Thriller,1 hrs. 47 min.,PG,N/A,"$138,814",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Little Fugitive (2013 re-release),N/A,N/A,"$33,100",APD/Cinema Conservancy,"February 1, 2013",Family,1 hrs. 20 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Little Girl (La Pivellina),N/A,N/A,"$1,500",First Run,"September 2, 2011",Foreign,1 hrs. 40 min.,Unrated,N/A,"$237,435",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Little Men (2016),N/A,N/A,"$743,000",Magnolia,"August 5, 2016",Drama,1 hrs. 25 min.,PG,N/A,"$702,537",Alfred Molina,Greg Kinnear,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Little Mermaid (2018),N/A,N/A,"$150,500",Conglomerate Media,"August 17, 2018",Adventure,1 hrs. 34 min.,PG,N/A,"$147,175",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Little Mermaid (Re-issue),N/A,N/A,"$53,486,700",Buena Vista,"November 14, 1997",Animation,1 hrs. 23 min.,G,N/A,"$111,543,479",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Little Shop of Horrors: The Director's Cut,N/A,N/A,"$230,000",Fathom,"October 27, 2017",Musical,2 hrs. 0 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Little Women (1994),Gillian Armstrong,N/A,"$104,938,900",Sony / Columbia,"December 21, 1994",Period Drama,1 hrs. 58 min.,PG,$18 million,N/A,Winona Ryder,Kirsten Dunst,Claire Danes,Christian Bale,Susan Sarandon,N/A,Denise Di Novi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thomas Newman,N/A
Little Women (2018),N/A,N/A,"$1,379,500",Pinnacle Peak,"September 28, 2018",Drama,1 hrs. 52 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Liv &amp; Ingmar,N/A,N/A,"$11,200",Janus Films,"December 13, 2013",Documentary,1 hrs. 29 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Live Freaky! Die Freaky!,N/A,N/A,"$15,600",Wellspring,"January 27, 2006",Animation,1 hrs. 20 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Live in Maid,N/A,N/A,"$263,100",Film Sales Company,"July 18, 2007",Foreign,1 hrs. 23 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Live Nude Girls, Unite!",N/A,N/A,"$141,900",First Run,"October 6, 2000",Unknown,1 hrs. 10 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Living in Emergency,N/A,N/A,"$36,600",Truly Indie,"June 4, 2010",Documentary,1 hrs. 33 min.,Unrated,N/A,"$32,208",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Living Life,N/A,N/A,"$12,800",Filmmates Corp.,"April 8, 2005",Drama,1 hrs. 28 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Lo and Behold, Reveries of the Connected World",Werner Herzog,N/A,"$630,200",Magnolia,"August 19, 2016",Documentary,1 hrs. 38 min.,PG-13,N/A,"$594,912",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Werner Herzog,N/A,N/A,N/A
Loaded Weapon 1,N/A,N/A,"$61,027,500",New Line,"February 5, 1993",Action Comedy,1 hrs. 22 min.,PG-13,N/A,N/A,Samuel L. Jackson,Charlie Sheen*,Denise Richards*,N/A,N/A,N/A,Michael De Luca,Erwin Stoff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Lobster (Canada Release),N/A,N/A,"$391,000",Mongrel Media,"March 25, 2016",Comedy / Drama,1 hrs. 58 min.,Unknown,N/A,"$9,077,245",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Lobster (US Release),N/A,N/A,"$9,038,300",A24,"May 13, 2016",Comedy / Drama,1 hrs. 58 min.,R,N/A,"$9,077,245",Colin Farrell,John C. Reilly,Rachel Weisz,Ben Whishaw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Logan (2017),James Mangold,N/A,"$230,881,800",Fox,"March 3, 2017",Action / Adventure,2 hrs. 15 min.,R,$97 million,"$619,021,436",Hugh Jackman,Patrick Stewart,Boyd Holbrook,N/A,N/A,N/A,Lauren Schuler Donner,Simon Kinberg,Hutch Parker,N/A,N/A,N/A,Scott Frank,James Mangold,Marco Beltrami,N/A
Lola (Demy) (re-issue),N/A,N/A,"$161,600",Wellspring,"November 16, 2001",Unknown,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
